2023-05-22 08:39: Experiment log path in: C:\旧电脑文件\毕业相关\第二个模型\TATCN\TARGCN\model\experiments\PEMSD4\20230522083953
2023-05-22 09:10: Train Epoch 145: 100/317 Loss: 20.084686
2023-05-22 09:11: Train Epoch 145: 120/317 Loss: 19.648296
2023-05-22 09:11: Train Epoch 145: 140/317 Loss: 18.315521
2023-05-22 09:11: Train Epoch 145: 160/317 Loss: 15.984484
2023-05-22 09:11: Train Epoch 145: 180/317 Loss: 16.951092
2023-05-22 09:11: Train Epoch 145: 200/317 Loss: 17.036211
2023-05-22 09:11: Train Epoch 145: 220/317 Loss: 16.324047
2023-05-22 09:11: Train Epoch 145: 240/317 Loss: 17.838531
2023-05-22 09:11: Train Epoch 145: 260/317 Loss: 17.850740
2023-05-22 09:11: Train Epoch 145: 280/317 Loss: 19.327820
2023-05-22 09:11: Train Epoch 145: 300/317 Loss: 19.854664
2023-05-22 09:11: **********Train Epoch 145: averaged Loss: 17.785893, tf_ratio: 1.000000
2023-05-22 09:11: **********Val Epoch 145: average Loss: 19.398352
2023-05-22 09:11: Train Epoch 146: 0/317 Loss: 18.480091
2023-05-22 09:12: Train Epoch 146: 20/317 Loss: 17.703348
2023-05-22 09:12: Train Epoch 146: 40/317 Loss: 14.384724
2023-05-22 09:12: Train Epoch 146: 60/317 Loss: 20.035995
2023-05-22 09:12: Train Epoch 146: 80/317 Loss: 16.673214
2023-05-22 09:12: Train Epoch 146: 100/317 Loss: 16.401224
2023-05-22 09:12: Train Epoch 146: 120/317 Loss: 17.952974
2023-05-22 09:12: Train Epoch 146: 140/317 Loss: 18.381376
2023-05-22 09:12: Train Epoch 146: 160/317 Loss: 17.357597
2023-05-22 09:12: Train Epoch 146: 180/317 Loss: 17.764904
2023-05-22 09:12: Train Epoch 146: 200/317 Loss: 17.557423
2023-05-22 09:12: Train Epoch 146: 220/317 Loss: 17.853605
2023-05-22 09:12: Train Epoch 146: 240/317 Loss: 19.317318
2023-05-22 09:13: Train Epoch 146: 260/317 Loss: 19.441849
2023-05-22 09:13: Train Epoch 146: 280/317 Loss: 17.931282
2023-05-22 09:13: Train Epoch 146: 300/317 Loss: 17.623365
2023-05-22 09:13: **********Train Epoch 146: averaged Loss: 17.783811, tf_ratio: 1.000000
2023-05-22 09:13: **********Val Epoch 146: average Loss: 19.529860
2023-05-22 09:13: Train Epoch 147: 0/317 Loss: 16.832693
2023-05-22 09:13: Train Epoch 147: 20/317 Loss: 16.415949
2023-05-22 09:13: Train Epoch 147: 40/317 Loss: 16.060246
2023-05-22 09:13: Train Epoch 147: 60/317 Loss: 18.752419
2023-05-22 09:13: Train Epoch 147: 80/317 Loss: 17.059536
2023-05-22 09:13: Train Epoch 147: 100/317 Loss: 17.365318
2023-05-22 09:13: Train Epoch 147: 120/317 Loss: 15.457209
2023-05-22 09:14: Train Epoch 147: 140/317 Loss: 18.184175
2023-05-22 09:14: Train Epoch 147: 160/317 Loss: 17.761957
2023-05-22 09:14: Train Epoch 147: 180/317 Loss: 17.665285
2023-05-22 09:14: Train Epoch 147: 200/317 Loss: 19.166262
2023-05-22 09:14: Train Epoch 147: 220/317 Loss: 17.544340
2023-05-22 09:14: Train Epoch 147: 240/317 Loss: 20.062284
2023-05-22 09:14: Train Epoch 147: 260/317 Loss: 17.407459
2023-05-22 09:14: Train Epoch 147: 280/317 Loss: 15.057708
2023-05-22 09:14: Train Epoch 147: 300/317 Loss: 18.269306
2023-05-22 09:14: **********Train Epoch 147: averaged Loss: 17.750947, tf_ratio: 1.000000
2023-05-22 09:14: **********Val Epoch 147: average Loss: 19.458564
2023-05-22 09:14: Train Epoch 148: 0/317 Loss: 20.597919
2023-05-22 09:14: Train Epoch 148: 20/317 Loss: 16.578756
2023-05-22 09:15: Train Epoch 148: 40/317 Loss: 16.395021
2023-05-22 09:15: Train Epoch 148: 60/317 Loss: 18.478786
2023-05-22 09:15: Train Epoch 148: 80/317 Loss: 18.534563
2023-05-22 09:15: Train Epoch 148: 100/317 Loss: 19.244602
2023-05-22 09:15: Train Epoch 148: 120/317 Loss: 17.659851
2023-05-22 09:15: Train Epoch 148: 140/317 Loss: 15.271834
2023-05-22 09:15: Train Epoch 148: 160/317 Loss: 17.398285
2023-05-22 09:15: Train Epoch 148: 180/317 Loss: 19.840319
2023-05-22 09:15: Train Epoch 148: 200/317 Loss: 17.005289
2023-05-22 09:15: Train Epoch 148: 220/317 Loss: 14.247864
2023-05-22 09:15: Train Epoch 148: 240/317 Loss: 15.946995
2023-05-22 09:15: Train Epoch 148: 260/317 Loss: 15.608775
2023-05-22 09:16: Train Epoch 148: 280/317 Loss: 16.811241
2023-05-22 09:16: Train Epoch 148: 300/317 Loss: 17.437698
2023-05-22 09:16: **********Train Epoch 148: averaged Loss: 17.707567, tf_ratio: 1.000000
2023-05-22 09:16: **********Val Epoch 148: average Loss: 19.840023
2023-05-22 09:16: Train Epoch 149: 0/317 Loss: 17.789915
2023-05-22 09:16: Train Epoch 149: 20/317 Loss: 16.640022
2023-05-22 09:16: Train Epoch 149: 40/317 Loss: 15.766306
2023-05-22 09:16: Train Epoch 149: 60/317 Loss: 19.067461
2023-05-22 09:16: Train Epoch 149: 80/317 Loss: 17.302977
2023-05-22 09:16: Train Epoch 149: 100/317 Loss: 18.627354
2023-05-22 09:16: Train Epoch 149: 120/317 Loss: 16.840933
2023-05-22 09:16: Train Epoch 149: 140/317 Loss: 15.891328
2023-05-22 09:16: Train Epoch 149: 160/317 Loss: 18.600311
2023-05-22 09:17: Train Epoch 149: 180/317 Loss: 17.135895
2023-05-22 09:17: Train Epoch 149: 200/317 Loss: 17.522356
2023-05-22 09:17: Train Epoch 149: 220/317 Loss: 17.829372
2023-05-22 09:17: Train Epoch 149: 240/317 Loss: 17.509981
2023-05-22 09:17: Train Epoch 149: 260/317 Loss: 19.842319
2023-05-22 09:17: Train Epoch 149: 280/317 Loss: 19.131207
2023-05-22 09:17: Train Epoch 149: 300/317 Loss: 19.003431
2023-05-22 09:17: **********Train Epoch 149: averaged Loss: 17.763862, tf_ratio: 1.000000
2023-05-22 09:17: **********Val Epoch 149: average Loss: 19.714817
2023-05-22 09:17: Train Epoch 150: 0/317 Loss: 16.740389
2023-05-22 09:17: Train Epoch 150: 20/317 Loss: 15.924335
2023-05-22 09:18: Train Epoch 150: 40/317 Loss: 17.363625
2023-05-22 09:18: Train Epoch 150: 60/317 Loss: 17.848557
2023-05-22 09:18: Train Epoch 150: 80/317 Loss: 18.995853
2023-05-22 09:18: Train Epoch 150: 100/317 Loss: 18.721474
2023-05-22 09:18: Train Epoch 150: 120/317 Loss: 18.213522
2023-05-22 09:18: Train Epoch 150: 140/317 Loss: 18.334475
2023-05-22 09:18: Train Epoch 150: 160/317 Loss: 18.474520
2023-05-22 09:18: Train Epoch 150: 180/317 Loss: 14.462437
2023-05-22 09:18: Train Epoch 150: 200/317 Loss: 17.258909
2023-05-22 09:18: Train Epoch 150: 220/317 Loss: 17.833525
2023-05-22 09:18: Train Epoch 150: 240/317 Loss: 16.866966
2023-05-22 09:18: Train Epoch 150: 260/317 Loss: 17.599394
2023-05-22 09:19: Train Epoch 150: 280/317 Loss: 19.702188
2023-05-22 09:19: Train Epoch 150: 300/317 Loss: 16.703346
2023-05-22 09:19: **********Train Epoch 150: averaged Loss: 17.897100, tf_ratio: 1.000000
2023-05-22 09:19: **********Val Epoch 150: average Loss: 19.634318
2023-05-22 09:19: Train Epoch 151: 0/317 Loss: 18.706934
2023-05-22 09:19: Train Epoch 151: 20/317 Loss: 17.244493
2023-05-22 09:19: Train Epoch 151: 40/317 Loss: 18.249458
2023-05-22 09:19: Train Epoch 151: 60/317 Loss: 17.201756
2023-05-22 09:19: Train Epoch 151: 80/317 Loss: 16.140408
2023-05-22 09:19: Train Epoch 151: 100/317 Loss: 16.251343
2023-05-22 09:19: Train Epoch 151: 120/317 Loss: 18.266838
2023-05-22 09:19: Train Epoch 151: 140/317 Loss: 16.437704
2023-05-22 09:20: Train Epoch 151: 160/317 Loss: 20.174917
2023-05-22 09:20: Train Epoch 151: 180/317 Loss: 13.836816
2023-05-22 09:20: Train Epoch 151: 200/317 Loss: 17.617146
2023-05-22 09:20: Train Epoch 151: 220/317 Loss: 14.978943
2023-05-22 09:20: Train Epoch 151: 240/317 Loss: 16.881495
2023-05-22 09:20: Train Epoch 151: 260/317 Loss: 19.986166
2023-05-22 09:20: Train Epoch 151: 280/317 Loss: 15.105077
2023-05-22 09:20: Train Epoch 151: 300/317 Loss: 19.609474
2023-05-22 09:20: **********Train Epoch 151: averaged Loss: 17.711138, tf_ratio: 1.000000
2023-05-22 09:20: **********Val Epoch 151: average Loss: 19.472538
2023-05-22 09:20: Train Epoch 152: 0/317 Loss: 19.269165
2023-05-22 09:21: Train Epoch 152: 20/317 Loss: 17.620594
2023-05-22 09:21: Train Epoch 152: 40/317 Loss: 17.312702
2023-05-22 09:21: Train Epoch 152: 60/317 Loss: 16.589993
2023-05-22 09:21: Train Epoch 152: 80/317 Loss: 18.420994
2023-05-22 09:21: Train Epoch 152: 100/317 Loss: 17.366205
2023-05-22 09:21: Train Epoch 152: 120/317 Loss: 18.724747
2023-05-22 09:21: Train Epoch 152: 140/317 Loss: 19.898335
2023-05-22 09:21: Train Epoch 152: 160/317 Loss: 16.028679
2023-05-22 09:21: Train Epoch 152: 180/317 Loss: 17.042362
2023-05-22 09:21: Train Epoch 152: 200/317 Loss: 16.400373
2023-05-22 09:21: Train Epoch 152: 220/317 Loss: 20.906673
2023-05-22 09:22: Train Epoch 152: 240/317 Loss: 19.571764
2023-05-22 09:22: Train Epoch 152: 260/317 Loss: 13.912981
2023-05-22 09:22: Train Epoch 152: 280/317 Loss: 18.728399
2023-05-22 09:22: Train Epoch 152: 300/317 Loss: 17.459257
2023-05-22 09:22: **********Train Epoch 152: averaged Loss: 17.672004, tf_ratio: 1.000000
2023-05-22 09:22: **********Val Epoch 152: average Loss: 19.743953
2023-05-22 09:22: Train Epoch 153: 0/317 Loss: 18.052139
2023-05-22 09:22: Train Epoch 153: 20/317 Loss: 17.604294
2023-05-22 09:22: Train Epoch 153: 40/317 Loss: 19.681643
2023-05-22 09:22: Train Epoch 153: 60/317 Loss: 17.983435
2023-05-22 09:22: Train Epoch 153: 80/317 Loss: 18.151310
2023-05-22 09:22: Train Epoch 153: 100/317 Loss: 19.315750
2023-05-22 09:23: Train Epoch 153: 120/317 Loss: 15.620600
2023-05-22 09:23: Train Epoch 153: 140/317 Loss: 19.296455
2023-05-22 09:23: Train Epoch 153: 160/317 Loss: 14.937608
2023-05-22 09:23: Train Epoch 153: 180/317 Loss: 16.935150
2023-05-22 09:23: Train Epoch 153: 200/317 Loss: 19.339588
2023-05-22 09:23: Train Epoch 153: 220/317 Loss: 16.562529
2023-05-22 09:23: Train Epoch 153: 240/317 Loss: 16.675484
2023-05-22 09:23: Train Epoch 153: 260/317 Loss: 17.607924
2023-05-22 09:23: Train Epoch 153: 280/317 Loss: 20.532927
2023-05-22 09:23: Train Epoch 153: 300/317 Loss: 16.826094
2023-05-22 09:23: **********Train Epoch 153: averaged Loss: 17.662835, tf_ratio: 1.000000
2023-05-22 09:24: **********Val Epoch 153: average Loss: 19.563772
2023-05-22 09:24: Train Epoch 154: 0/317 Loss: 19.731825
2023-05-22 09:24: Train Epoch 154: 20/317 Loss: 18.129852
2023-05-22 09:24: Train Epoch 154: 40/317 Loss: 17.303711
2023-05-22 09:24: Train Epoch 154: 60/317 Loss: 17.710968
2023-05-22 09:24: Train Epoch 154: 80/317 Loss: 16.360022
2023-05-22 09:24: Train Epoch 154: 100/317 Loss: 21.594866
2023-05-22 09:24: Train Epoch 154: 120/317 Loss: 14.698409
2023-05-22 09:24: Train Epoch 154: 140/317 Loss: 16.455256
2023-05-22 09:24: Train Epoch 154: 160/317 Loss: 18.074984
2023-05-22 09:24: Train Epoch 154: 180/317 Loss: 16.866337
2023-05-22 09:24: Train Epoch 154: 200/317 Loss: 18.716969
2023-05-22 09:25: Train Epoch 154: 220/317 Loss: 16.631052
2023-05-22 09:25: Train Epoch 154: 240/317 Loss: 18.664925
2023-05-22 09:25: Train Epoch 154: 260/317 Loss: 16.035759
2023-05-22 09:25: Train Epoch 154: 280/317 Loss: 18.105721
2023-05-22 09:25: Train Epoch 154: 300/317 Loss: 18.510445
2023-05-22 09:25: **********Train Epoch 154: averaged Loss: 17.685408, tf_ratio: 1.000000
2023-05-22 09:25: **********Val Epoch 154: average Loss: 19.432384
2023-05-22 09:25: Train Epoch 155: 0/317 Loss: 17.277485
2023-05-22 09:25: Train Epoch 155: 20/317 Loss: 17.200279
2023-05-22 09:25: Train Epoch 155: 40/317 Loss: 17.320169
2023-05-22 09:25: Train Epoch 155: 60/317 Loss: 14.889986
2023-05-22 09:25: Train Epoch 155: 80/317 Loss: 18.431551
2023-05-22 09:26: Train Epoch 155: 100/317 Loss: 18.577915
2023-05-22 09:26: Train Epoch 155: 120/317 Loss: 17.672253
2023-05-22 09:26: Train Epoch 155: 140/317 Loss: 17.604849
2023-05-22 09:26: Train Epoch 155: 160/317 Loss: 18.513849
2023-05-22 09:26: Train Epoch 155: 180/317 Loss: 17.281954
2023-05-22 09:26: Train Epoch 155: 200/317 Loss: 18.446938
2023-05-22 09:26: Train Epoch 155: 220/317 Loss: 18.505354
2023-05-22 09:26: Train Epoch 155: 240/317 Loss: 16.711687
2023-05-22 09:26: Train Epoch 155: 260/317 Loss: 16.858824
2023-05-22 09:26: Train Epoch 155: 280/317 Loss: 20.834656
2023-05-22 09:26: Train Epoch 155: 300/317 Loss: 15.967930
2023-05-22 09:27: **********Train Epoch 155: averaged Loss: 17.632291, tf_ratio: 1.000000
2023-05-22 09:27: **********Val Epoch 155: average Loss: 19.885672
2023-05-22 09:27: Train Epoch 156: 0/317 Loss: 19.617390
2023-05-22 09:27: Train Epoch 156: 20/317 Loss: 17.307833
2023-05-22 09:27: Train Epoch 156: 40/317 Loss: 18.189053
2023-05-22 09:27: Train Epoch 156: 60/317 Loss: 17.799364
2023-05-22 09:27: Train Epoch 156: 80/317 Loss: 19.072590
2023-05-22 09:27: Train Epoch 156: 100/317 Loss: 19.127518
2023-05-22 09:27: Train Epoch 156: 120/317 Loss: 17.387814
2023-05-22 09:27: Train Epoch 156: 140/317 Loss: 14.738169
2023-05-22 09:27: Train Epoch 156: 160/317 Loss: 17.349400
2023-05-22 09:27: Train Epoch 156: 180/317 Loss: 17.426712
2023-05-22 09:28: Train Epoch 156: 200/317 Loss: 15.809546
2023-05-22 09:28: Train Epoch 156: 220/317 Loss: 17.911589
2023-05-22 09:28: Train Epoch 156: 240/317 Loss: 17.931503
2023-05-22 09:28: Train Epoch 156: 260/317 Loss: 17.676846
2023-05-22 09:28: Train Epoch 156: 280/317 Loss: 18.198622
2023-05-22 09:28: Train Epoch 156: 300/317 Loss: 17.817629
2023-05-22 09:28: **********Train Epoch 156: averaged Loss: 17.735561, tf_ratio: 1.000000
2023-05-22 09:28: **********Val Epoch 156: average Loss: 19.535698
2023-05-22 09:28: Train Epoch 157: 0/317 Loss: 18.205427
2023-05-22 09:28: Train Epoch 157: 20/317 Loss: 18.231899
2023-05-22 09:28: Train Epoch 157: 40/317 Loss: 17.698322
2023-05-22 09:29: Train Epoch 157: 60/317 Loss: 15.352545
2023-05-22 09:29: Train Epoch 157: 80/317 Loss: 17.336075
2023-05-22 09:29: Train Epoch 157: 100/317 Loss: 19.103638
2023-05-22 09:29: Train Epoch 157: 120/317 Loss: 19.869873
2023-05-22 09:29: Train Epoch 157: 140/317 Loss: 18.439667
2023-05-22 09:29: Train Epoch 157: 160/317 Loss: 14.615243
2023-05-22 09:29: Train Epoch 157: 180/317 Loss: 17.864359
2023-05-22 09:29: Train Epoch 157: 200/317 Loss: 16.192297
2023-05-22 09:29: Train Epoch 157: 220/317 Loss: 17.724958
2023-05-22 09:29: Train Epoch 157: 240/317 Loss: 17.420952
2023-05-22 09:29: Train Epoch 157: 260/317 Loss: 17.280832
2023-05-22 09:29: Train Epoch 157: 280/317 Loss: 16.293961
2023-05-22 09:30: Train Epoch 157: 300/317 Loss: 16.518097
2023-05-22 09:30: **********Train Epoch 157: averaged Loss: 17.628792, tf_ratio: 1.000000
2023-05-22 09:30: **********Val Epoch 157: average Loss: 19.466439
2023-05-22 09:30: Train Epoch 158: 0/317 Loss: 17.169456
2023-05-22 09:30: Train Epoch 158: 20/317 Loss: 17.500919
2023-05-22 09:30: Train Epoch 158: 40/317 Loss: 18.808428
2023-05-22 09:30: Train Epoch 158: 60/317 Loss: 17.772003
2023-05-22 09:30: Train Epoch 158: 80/317 Loss: 18.580357
2023-05-22 09:30: Train Epoch 158: 100/317 Loss: 16.865528
2023-05-22 09:30: Train Epoch 158: 120/317 Loss: 17.001684
2023-05-22 09:30: Train Epoch 158: 140/317 Loss: 15.899749
2023-05-22 09:30: Train Epoch 158: 160/317 Loss: 18.933378
2023-05-22 09:31: Train Epoch 158: 180/317 Loss: 17.612957
2023-05-22 09:31: Train Epoch 158: 200/317 Loss: 17.085508
2023-05-22 09:31: Train Epoch 158: 220/317 Loss: 18.679718
2023-05-22 09:31: Train Epoch 158: 240/317 Loss: 18.817883
2023-05-22 09:31: Train Epoch 158: 260/317 Loss: 17.386894
2023-05-22 09:31: Train Epoch 158: 280/317 Loss: 18.942663
2023-05-22 09:31: Train Epoch 158: 300/317 Loss: 19.968296
2023-05-22 09:31: **********Train Epoch 158: averaged Loss: 17.646447, tf_ratio: 1.000000
2023-05-22 09:31: **********Val Epoch 158: average Loss: 19.648445
2023-05-22 09:31: Train Epoch 159: 0/317 Loss: 17.393770
2023-05-22 09:31: Train Epoch 159: 20/317 Loss: 17.910593
2023-05-22 09:31: Train Epoch 159: 40/317 Loss: 17.203714
2023-05-22 09:32: Train Epoch 159: 60/317 Loss: 16.522598
2023-05-22 09:32: Train Epoch 159: 80/317 Loss: 16.322645
2023-05-22 09:32: Train Epoch 159: 100/317 Loss: 20.113863
2023-05-22 09:32: Train Epoch 159: 120/317 Loss: 16.270815
2023-05-22 09:32: Train Epoch 159: 140/317 Loss: 18.580578
2023-05-22 09:32: Train Epoch 159: 160/317 Loss: 18.598951
2023-05-22 09:32: Train Epoch 159: 180/317 Loss: 16.231133
2023-05-22 09:32: Train Epoch 159: 200/317 Loss: 17.782907
2023-05-22 09:32: Train Epoch 159: 220/317 Loss: 19.853128
2023-05-22 09:32: Train Epoch 159: 240/317 Loss: 16.263254
2023-05-22 09:32: Train Epoch 159: 260/317 Loss: 17.271406
2023-05-22 09:32: Train Epoch 159: 280/317 Loss: 16.502762
2023-05-22 09:33: Train Epoch 159: 300/317 Loss: 20.954088
2023-05-22 09:33: **********Train Epoch 159: averaged Loss: 17.621063, tf_ratio: 1.000000
2023-05-22 09:33: **********Val Epoch 159: average Loss: 20.060325
2023-05-22 09:33: Train Epoch 160: 0/317 Loss: 14.894537
2023-05-22 09:33: Train Epoch 160: 20/317 Loss: 18.426500
2023-05-22 09:33: Train Epoch 160: 40/317 Loss: 16.810841
2023-05-22 09:33: Train Epoch 160: 60/317 Loss: 16.643524
2023-05-22 09:33: Train Epoch 160: 80/317 Loss: 18.367455
2023-05-22 09:33: Train Epoch 160: 100/317 Loss: 18.957951
2023-05-22 09:33: Train Epoch 160: 120/317 Loss: 17.339346
2023-05-22 09:33: Train Epoch 160: 140/317 Loss: 17.731094
2023-05-22 09:33: Train Epoch 160: 160/317 Loss: 16.403399
2023-05-22 09:33: Train Epoch 160: 180/317 Loss: 16.215233
2023-05-22 09:34: Train Epoch 160: 200/317 Loss: 17.252605
2023-05-22 09:34: Train Epoch 160: 220/317 Loss: 17.251623
2023-05-22 09:34: Train Epoch 160: 240/317 Loss: 18.666279
2023-05-22 09:34: Train Epoch 160: 260/317 Loss: 15.590275
2023-05-22 09:34: Train Epoch 160: 280/317 Loss: 16.588816
2023-05-22 09:34: Train Epoch 160: 300/317 Loss: 17.276510
2023-05-22 09:34: **********Train Epoch 160: averaged Loss: 17.592927, tf_ratio: 1.000000
2023-05-22 09:34: **********Val Epoch 160: average Loss: 20.492723
2023-05-22 09:34: Train Epoch 161: 0/317 Loss: 16.215408
2023-05-22 09:34: Train Epoch 161: 20/317 Loss: 16.587860
2023-05-22 09:34: Train Epoch 161: 40/317 Loss: 18.463392
2023-05-22 09:34: Train Epoch 161: 60/317 Loss: 16.716330
2023-05-22 09:35: Train Epoch 161: 80/317 Loss: 18.708300
2023-05-22 09:35: Train Epoch 161: 100/317 Loss: 16.646421
2023-05-22 09:35: Train Epoch 161: 120/317 Loss: 18.439594
2023-05-22 09:35: Train Epoch 161: 140/317 Loss: 17.281628
2023-05-22 09:35: Train Epoch 161: 160/317 Loss: 19.567904
2023-05-22 09:35: Train Epoch 161: 180/317 Loss: 17.599058
2023-05-22 09:35: Train Epoch 161: 200/317 Loss: 16.779055
2023-05-22 09:35: Train Epoch 161: 220/317 Loss: 17.072758
2023-05-22 09:35: Train Epoch 161: 240/317 Loss: 18.442947
2023-05-22 09:35: Train Epoch 161: 260/317 Loss: 19.804592
2023-05-22 09:35: Train Epoch 161: 280/317 Loss: 19.320932
2023-05-22 09:35: Train Epoch 161: 300/317 Loss: 18.060537
2023-05-22 09:35: **********Train Epoch 161: averaged Loss: 17.596346, tf_ratio: 1.000000
2023-05-22 09:36: **********Val Epoch 161: average Loss: 20.579604
2023-05-22 09:36: Train Epoch 162: 0/317 Loss: 19.796722
2023-05-22 09:36: Train Epoch 162: 20/317 Loss: 16.753056
2023-05-22 09:36: Train Epoch 162: 40/317 Loss: 17.298969
2023-05-22 09:36: Train Epoch 162: 60/317 Loss: 18.988846
2023-05-22 09:36: Train Epoch 162: 80/317 Loss: 17.988548
2023-05-22 09:36: Train Epoch 162: 100/317 Loss: 19.860495
2023-05-22 09:36: Train Epoch 162: 120/317 Loss: 18.555304
2023-05-22 09:36: Train Epoch 162: 140/317 Loss: 17.150131
2023-05-22 09:36: Train Epoch 162: 160/317 Loss: 17.431673
2023-05-22 09:36: Train Epoch 162: 180/317 Loss: 19.964808
2023-05-22 09:36: Train Epoch 162: 200/317 Loss: 19.012983
2023-05-22 09:37: Train Epoch 162: 220/317 Loss: 17.817451
2023-05-22 09:37: Train Epoch 162: 240/317 Loss: 18.082960
2023-05-22 09:37: Train Epoch 162: 260/317 Loss: 19.659000
2023-05-22 09:37: Train Epoch 162: 280/317 Loss: 19.420017
2023-05-22 09:37: Train Epoch 162: 300/317 Loss: 17.523529
2023-05-22 09:37: **********Train Epoch 162: averaged Loss: 17.628551, tf_ratio: 1.000000
2023-05-22 09:37: **********Val Epoch 162: average Loss: 21.752439
2023-05-22 09:37: Train Epoch 163: 0/317 Loss: 17.779736
2023-05-22 09:37: Train Epoch 163: 20/317 Loss: 16.427666
2023-05-22 09:37: Train Epoch 163: 40/317 Loss: 17.850191
2023-05-22 09:37: Train Epoch 163: 60/317 Loss: 20.410381
2023-05-22 09:37: Train Epoch 163: 80/317 Loss: 17.122890
2023-05-22 09:38: Train Epoch 163: 100/317 Loss: 17.019583
2023-05-22 09:38: Train Epoch 163: 120/317 Loss: 17.888136
2023-05-22 09:38: Train Epoch 163: 140/317 Loss: 20.625715
2023-05-22 09:38: Train Epoch 163: 160/317 Loss: 19.016037
2023-05-22 09:38: Train Epoch 163: 180/317 Loss: 17.710909
2023-05-22 09:38: Train Epoch 163: 200/317 Loss: 19.353125
2023-05-22 09:38: Train Epoch 163: 220/317 Loss: 17.259245
2023-05-22 09:38: Train Epoch 163: 240/317 Loss: 14.630455
2023-05-22 09:38: Train Epoch 163: 260/317 Loss: 15.893181
2023-05-22 09:38: Train Epoch 163: 280/317 Loss: 16.488327
2023-05-22 09:38: Train Epoch 163: 300/317 Loss: 17.172184
2023-05-22 09:38: **********Train Epoch 163: averaged Loss: 17.571395, tf_ratio: 1.000000
2023-05-22 09:39: **********Val Epoch 163: average Loss: 21.146796
2023-05-22 09:39: Train Epoch 164: 0/317 Loss: 20.181469
2023-05-22 09:39: Train Epoch 164: 20/317 Loss: 17.183285
2023-05-22 09:39: Train Epoch 164: 40/317 Loss: 18.894825
2023-05-22 09:39: Train Epoch 164: 60/317 Loss: 16.967779
2023-05-22 09:39: Train Epoch 164: 80/317 Loss: 18.198153
2023-05-22 09:39: Train Epoch 164: 100/317 Loss: 19.045578
2023-05-22 09:39: Train Epoch 164: 120/317 Loss: 17.906399
2023-05-22 09:39: Train Epoch 164: 140/317 Loss: 19.968851
2023-05-22 09:39: Train Epoch 164: 160/317 Loss: 16.725914
2023-05-22 09:39: Train Epoch 164: 180/317 Loss: 18.655045
2023-05-22 09:39: Train Epoch 164: 200/317 Loss: 16.418034
2023-05-22 09:39: Train Epoch 164: 220/317 Loss: 17.820869
2023-05-22 09:40: Train Epoch 164: 240/317 Loss: 17.127825
2023-05-22 09:40: Train Epoch 164: 260/317 Loss: 16.301504
2023-05-22 09:40: Train Epoch 164: 280/317 Loss: 17.045641
2023-05-22 09:40: Train Epoch 164: 300/317 Loss: 17.729681
2023-05-22 09:40: **********Train Epoch 164: averaged Loss: 17.587600, tf_ratio: 1.000000
2023-05-22 09:40: **********Val Epoch 164: average Loss: 20.167556
2023-05-22 09:40: Train Epoch 165: 0/317 Loss: 16.494947
2023-05-22 09:40: Train Epoch 165: 20/317 Loss: 17.530777
2023-05-22 09:40: Train Epoch 165: 40/317 Loss: 19.193764
2023-05-22 09:40: Train Epoch 165: 60/317 Loss: 18.264849
2023-05-22 09:40: Train Epoch 165: 80/317 Loss: 16.561831
2023-05-22 09:40: Train Epoch 165: 100/317 Loss: 16.291416
2023-05-22 09:41: Train Epoch 165: 120/317 Loss: 18.980101
2023-05-22 09:41: Train Epoch 165: 140/317 Loss: 16.934425
2023-05-22 09:41: Train Epoch 165: 160/317 Loss: 17.064791
2023-05-22 09:41: Train Epoch 165: 180/317 Loss: 17.314047
2023-05-22 09:41: Train Epoch 165: 200/317 Loss: 17.840368
2023-05-22 09:41: Train Epoch 165: 220/317 Loss: 17.954317
2023-05-22 09:41: Train Epoch 165: 240/317 Loss: 16.599701
2023-05-22 09:41: Train Epoch 165: 260/317 Loss: 16.604282
2023-05-22 09:41: Train Epoch 165: 280/317 Loss: 16.267658
2023-05-22 09:41: Train Epoch 165: 300/317 Loss: 16.984621
2023-05-22 09:41: **********Train Epoch 165: averaged Loss: 17.564626, tf_ratio: 1.000000
2023-05-22 09:41: **********Val Epoch 165: average Loss: 19.910725
2023-05-22 09:41: Train Epoch 166: 0/317 Loss: 18.149290
2023-05-22 09:42: Train Epoch 166: 20/317 Loss: 18.256189
2023-05-22 09:42: Train Epoch 166: 40/317 Loss: 18.343487
2023-05-22 09:42: Train Epoch 166: 60/317 Loss: 17.414606
2023-05-22 09:42: Train Epoch 166: 80/317 Loss: 18.015854
2023-05-22 09:42: Train Epoch 166: 100/317 Loss: 17.006302
2023-05-22 09:42: Train Epoch 166: 120/317 Loss: 15.646551
2023-05-22 09:42: Train Epoch 166: 140/317 Loss: 18.436094
2023-05-22 09:42: Train Epoch 166: 160/317 Loss: 15.242854
2023-05-22 09:42: Train Epoch 166: 180/317 Loss: 15.914935
2023-05-22 09:42: Train Epoch 166: 200/317 Loss: 18.045166
2023-05-22 09:42: Train Epoch 166: 220/317 Loss: 18.049047
2023-05-22 09:42: Train Epoch 166: 240/317 Loss: 19.901321
2023-05-22 09:43: Train Epoch 166: 260/317 Loss: 14.288771
2023-05-22 09:43: Train Epoch 166: 280/317 Loss: 16.214624
2023-05-22 09:43: Train Epoch 166: 300/317 Loss: 16.613117
2023-05-22 09:43: **********Train Epoch 166: averaged Loss: 17.507504, tf_ratio: 1.000000
2023-05-22 09:43: **********Val Epoch 166: average Loss: 20.228171
