2023-05-21 18:39: Experiment log path in: C:\旧电脑文件\毕业相关\第二个模型\TATCN\TARGCN\model\experiments\PEMSD4\20230521183948
2023-05-21 19:47: Train Epoch 44: 240/317 Loss: 21.195518
2023-05-21 19:48: Train Epoch 44: 260/317 Loss: 23.070856
2023-05-21 19:48: Train Epoch 44: 280/317 Loss: 17.403179
2023-05-21 19:48: Train Epoch 44: 300/317 Loss: 21.954571
2023-05-21 19:48: **********Train Epoch 44: averaged Loss: 20.328279, tf_ratio: 1.000000
2023-05-21 19:48: **********Val Epoch 44: average Loss: 21.102414
2023-05-21 19:48: ******Current best model saved:model_para/PEMSD4/epoch_44.pth!
2023-05-21 19:48: Train Epoch 45: 0/317 Loss: 20.453020
2023-05-21 19:48: Train Epoch 45: 20/317 Loss: 20.147142
2023-05-21 19:48: Train Epoch 45: 40/317 Loss: 20.807976
2023-05-21 19:48: Train Epoch 45: 60/317 Loss: 19.891636
2023-05-21 19:48: Train Epoch 45: 80/317 Loss: 19.326998
2023-05-21 19:48: Train Epoch 45: 100/317 Loss: 21.517210
2023-05-21 19:48: Train Epoch 45: 120/317 Loss: 21.430727
2023-05-21 19:49: Train Epoch 45: 140/317 Loss: 22.145262
2023-05-21 19:49: Train Epoch 45: 160/317 Loss: 19.962885
2023-05-21 19:49: Train Epoch 45: 180/317 Loss: 19.076242
2023-05-21 19:49: Train Epoch 45: 200/317 Loss: 19.331926
2023-05-21 19:49: Train Epoch 45: 220/317 Loss: 17.709295
2023-05-21 19:49: Train Epoch 45: 240/317 Loss: 19.681978
2023-05-21 19:49: Train Epoch 45: 260/317 Loss: 20.066402
2023-05-21 19:49: Train Epoch 45: 280/317 Loss: 19.688265
2023-05-21 19:49: Train Epoch 45: 300/317 Loss: 20.630981
2023-05-21 19:49: **********Train Epoch 45: averaged Loss: 20.191169, tf_ratio: 1.000000
2023-05-21 19:49: **********Val Epoch 45: average Loss: 20.998519
2023-05-21 19:49: ******Current best model saved:model_para/PEMSD4/epoch_45.pth!
2023-05-21 19:49: Train Epoch 46: 0/317 Loss: 21.788908
2023-05-21 19:50: Train Epoch 46: 20/317 Loss: 19.371405
2023-05-21 19:50: Train Epoch 46: 40/317 Loss: 21.075666
2023-05-21 19:50: Train Epoch 46: 60/317 Loss: 18.347214
2023-05-21 19:50: Train Epoch 46: 80/317 Loss: 19.740875
2023-05-21 19:50: Train Epoch 46: 100/317 Loss: 18.435944
2023-05-21 19:50: Train Epoch 46: 120/317 Loss: 20.956985
2023-05-21 19:50: Train Epoch 46: 140/317 Loss: 20.450581
2023-05-21 19:50: Train Epoch 46: 160/317 Loss: 20.740980
2023-05-21 19:50: Train Epoch 46: 180/317 Loss: 19.050249
2023-05-21 19:50: Train Epoch 46: 200/317 Loss: 20.664797
2023-05-21 19:50: Train Epoch 46: 220/317 Loss: 21.481127
2023-05-21 19:51: Train Epoch 46: 240/317 Loss: 19.931206
2023-05-21 19:51: Train Epoch 46: 260/317 Loss: 18.010576
2023-05-21 19:51: Train Epoch 46: 280/317 Loss: 21.038937
2023-05-21 19:51: Train Epoch 46: 300/317 Loss: 20.154993
2023-05-21 19:51: **********Train Epoch 46: averaged Loss: 20.093549, tf_ratio: 1.000000
2023-05-21 19:51: **********Val Epoch 46: average Loss: 20.826174
2023-05-21 19:51: ******Current best model saved:model_para/PEMSD4/epoch_46.pth!
2023-05-21 19:51: Train Epoch 47: 0/317 Loss: 16.156868
2023-05-21 19:51: Train Epoch 47: 20/317 Loss: 22.989506
2023-05-21 19:51: Train Epoch 47: 40/317 Loss: 22.390808
2023-05-21 19:51: Train Epoch 47: 60/317 Loss: 23.605856
2023-05-21 19:51: Train Epoch 47: 80/317 Loss: 20.497787
2023-05-21 19:51: Train Epoch 47: 100/317 Loss: 19.645329
2023-05-21 19:52: Train Epoch 47: 120/317 Loss: 21.231766
2023-05-21 19:52: Train Epoch 47: 140/317 Loss: 22.624687
2023-05-21 19:52: Train Epoch 47: 160/317 Loss: 21.853895
2023-05-21 19:52: Train Epoch 47: 180/317 Loss: 21.587954
2023-05-21 19:52: Train Epoch 47: 200/317 Loss: 19.561172
2023-05-21 19:52: Train Epoch 47: 220/317 Loss: 19.498465
2023-05-21 19:52: Train Epoch 47: 240/317 Loss: 20.751844
2023-05-21 19:52: Train Epoch 47: 260/317 Loss: 23.040798
2023-05-21 19:52: Train Epoch 47: 280/317 Loss: 17.868368
2023-05-21 19:52: Train Epoch 47: 300/317 Loss: 18.552240
2023-05-21 19:52: **********Train Epoch 47: averaged Loss: 20.185813, tf_ratio: 1.000000
2023-05-21 19:52: **********Val Epoch 47: average Loss: 21.443420
2023-05-21 19:52: Train Epoch 48: 0/317 Loss: 20.295481
2023-05-21 19:53: Train Epoch 48: 20/317 Loss: 19.193960
2023-05-21 19:53: Train Epoch 48: 40/317 Loss: 20.836378
2023-05-21 19:53: Train Epoch 48: 60/317 Loss: 18.031973
2023-05-21 19:53: Train Epoch 48: 80/317 Loss: 16.023098
2023-05-21 19:53: Train Epoch 48: 100/317 Loss: 20.692533
2023-05-21 19:53: Train Epoch 48: 120/317 Loss: 19.431181
2023-05-21 19:53: Train Epoch 48: 140/317 Loss: 21.358070
2023-05-21 19:53: Train Epoch 48: 160/317 Loss: 17.996672
2023-05-21 19:53: Train Epoch 48: 180/317 Loss: 19.907923
2023-05-21 19:53: Train Epoch 48: 200/317 Loss: 19.638721
2023-05-21 19:53: Train Epoch 48: 220/317 Loss: 19.889740
2023-05-21 19:53: Train Epoch 48: 240/317 Loss: 19.336460
2023-05-21 19:54: Train Epoch 48: 260/317 Loss: 16.768332
2023-05-21 19:54: Train Epoch 48: 280/317 Loss: 20.822859
2023-05-21 19:54: Train Epoch 48: 300/317 Loss: 21.969685
2023-05-21 19:54: **********Train Epoch 48: averaged Loss: 20.090822, tf_ratio: 1.000000
2023-05-21 19:54: **********Val Epoch 48: average Loss: 20.711403
2023-05-21 19:54: ******Current best model saved:model_para/PEMSD4/epoch_48.pth!
2023-05-21 19:54: Train Epoch 49: 0/317 Loss: 20.554188
2023-05-21 19:54: Train Epoch 49: 20/317 Loss: 19.034725
2023-05-21 19:54: Train Epoch 49: 40/317 Loss: 21.754683
2023-05-21 19:54: Train Epoch 49: 60/317 Loss: 20.646746
2023-05-21 19:54: Train Epoch 49: 80/317 Loss: 20.508457
2023-05-21 19:54: Train Epoch 49: 100/317 Loss: 18.923216
2023-05-21 19:54: Train Epoch 49: 120/317 Loss: 19.834372
2023-05-21 19:55: Train Epoch 49: 140/317 Loss: 19.027241
2023-05-21 19:55: Train Epoch 49: 160/317 Loss: 21.447039
2023-05-21 19:55: Train Epoch 49: 180/317 Loss: 18.294785
2023-05-21 19:55: Train Epoch 49: 200/317 Loss: 19.744356
2023-05-21 19:55: Train Epoch 49: 220/317 Loss: 20.882326
2023-05-21 19:55: Train Epoch 49: 240/317 Loss: 20.283302
2023-05-21 19:55: Train Epoch 49: 260/317 Loss: 18.893305
2023-05-21 19:55: Train Epoch 49: 280/317 Loss: 22.023584
2023-05-21 19:55: Train Epoch 49: 300/317 Loss: 19.688238
2023-05-21 19:55: **********Train Epoch 49: averaged Loss: 19.974323, tf_ratio: 1.000000
2023-05-21 19:55: **********Val Epoch 49: average Loss: 20.962468
2023-05-21 19:55: Train Epoch 50: 0/317 Loss: 23.205976
2023-05-21 19:55: Train Epoch 50: 20/317 Loss: 19.465160
2023-05-21 19:56: Train Epoch 50: 40/317 Loss: 20.213676
2023-05-21 19:56: Train Epoch 50: 60/317 Loss: 17.612087
2023-05-21 19:56: Train Epoch 50: 80/317 Loss: 18.642603
2023-05-21 19:56: Train Epoch 50: 100/317 Loss: 19.184202
2023-05-21 19:56: Train Epoch 50: 120/317 Loss: 16.419521
2023-05-21 19:56: Train Epoch 50: 140/317 Loss: 18.195700
2023-05-21 19:56: Train Epoch 50: 160/317 Loss: 21.002806
2023-05-21 19:56: Train Epoch 50: 180/317 Loss: 19.827459
2023-05-21 19:56: Train Epoch 50: 200/317 Loss: 22.522167
2023-05-21 19:56: Train Epoch 50: 220/317 Loss: 19.100172
2023-05-21 19:56: Train Epoch 50: 240/317 Loss: 17.512630
2023-05-21 19:56: Train Epoch 50: 260/317 Loss: 20.465736
2023-05-21 19:57: Train Epoch 50: 280/317 Loss: 18.310635
2023-05-21 19:57: Train Epoch 50: 300/317 Loss: 20.003881
2023-05-21 19:57: **********Train Epoch 50: averaged Loss: 19.777185, tf_ratio: 1.000000
2023-05-21 19:57: **********Val Epoch 50: average Loss: 20.821857
2023-05-21 19:57: Train Epoch 51: 0/317 Loss: 20.721487
2023-05-21 19:57: Train Epoch 51: 20/317 Loss: 21.078171
2023-05-21 19:57: Train Epoch 51: 40/317 Loss: 19.485521
2023-05-21 19:57: Train Epoch 51: 60/317 Loss: 21.503241
2023-05-21 19:57: Train Epoch 51: 80/317 Loss: 19.463362
2023-05-21 19:57: Train Epoch 51: 100/317 Loss: 20.468603
2023-05-21 19:57: Train Epoch 51: 120/317 Loss: 19.421591
2023-05-21 19:57: Train Epoch 51: 140/317 Loss: 19.187548
2023-05-21 19:58: Train Epoch 51: 160/317 Loss: 21.660835
2023-05-21 19:58: Train Epoch 51: 180/317 Loss: 18.555578
2023-05-21 19:58: Train Epoch 51: 200/317 Loss: 18.980850
2023-05-21 19:58: Train Epoch 51: 220/317 Loss: 22.079870
2023-05-21 19:58: Train Epoch 51: 240/317 Loss: 19.688854
2023-05-21 19:58: Train Epoch 51: 260/317 Loss: 22.151161
2023-05-21 19:58: Train Epoch 51: 280/317 Loss: 19.604101
2023-05-21 19:58: Train Epoch 51: 300/317 Loss: 19.387560
2023-05-21 19:58: **********Train Epoch 51: averaged Loss: 20.028399, tf_ratio: 1.000000
2023-05-21 19:58: **********Val Epoch 51: average Loss: 20.680469
2023-05-21 19:58: ******Current best model saved:model_para/PEMSD4/epoch_51.pth!
2023-05-21 19:58: Train Epoch 52: 0/317 Loss: 18.293720
2023-05-21 19:58: Train Epoch 52: 20/317 Loss: 20.629526
2023-05-21 19:58: Train Epoch 52: 40/317 Loss: 21.588057
2023-05-21 19:59: Train Epoch 52: 60/317 Loss: 20.497635
2023-05-21 19:59: Train Epoch 52: 80/317 Loss: 19.007431
2023-05-21 19:59: Train Epoch 52: 100/317 Loss: 21.656548
2023-05-21 19:59: Train Epoch 52: 120/317 Loss: 20.096796
2023-05-21 19:59: Train Epoch 52: 140/317 Loss: 19.551899
2023-05-21 19:59: Train Epoch 52: 160/317 Loss: 20.620911
2023-05-21 19:59: Train Epoch 52: 180/317 Loss: 19.448071
2023-05-21 19:59: Train Epoch 52: 200/317 Loss: 20.234348
2023-05-21 19:59: Train Epoch 52: 220/317 Loss: 19.814581
2023-05-21 19:59: Train Epoch 52: 240/317 Loss: 16.729626
2023-05-21 19:59: Train Epoch 52: 260/317 Loss: 21.811508
2023-05-21 19:59: Train Epoch 52: 280/317 Loss: 22.679365
2023-05-21 20:00: Train Epoch 52: 300/317 Loss: 19.950855
2023-05-21 20:00: **********Train Epoch 52: averaged Loss: 19.835013, tf_ratio: 1.000000
2023-05-21 20:00: **********Val Epoch 52: average Loss: 21.149010
2023-05-21 20:00: Train Epoch 53: 0/317 Loss: 18.903933
2023-05-21 20:00: Train Epoch 53: 20/317 Loss: 21.379757
2023-05-21 20:00: Train Epoch 53: 40/317 Loss: 18.648874
2023-05-21 20:00: Train Epoch 53: 60/317 Loss: 18.854952
2023-05-21 20:00: Train Epoch 53: 80/317 Loss: 19.258644
2023-05-21 20:00: Train Epoch 53: 100/317 Loss: 22.083923
2023-05-21 20:00: Train Epoch 53: 120/317 Loss: 18.922007
2023-05-21 20:00: Train Epoch 53: 140/317 Loss: 20.323074
2023-05-21 20:00: Train Epoch 53: 160/317 Loss: 20.622011
2023-05-21 20:01: Train Epoch 53: 180/317 Loss: 20.538513
2023-05-21 20:01: Train Epoch 53: 200/317 Loss: 18.209217
2023-05-21 20:01: Train Epoch 53: 220/317 Loss: 18.358799
2023-05-21 20:01: Train Epoch 53: 240/317 Loss: 16.023273
2023-05-21 20:01: Train Epoch 53: 260/317 Loss: 21.376078
2023-05-21 20:01: Train Epoch 53: 280/317 Loss: 19.814070
2023-05-21 20:01: Train Epoch 53: 300/317 Loss: 18.282129
2023-05-21 20:01: **********Train Epoch 53: averaged Loss: 19.729588, tf_ratio: 1.000000
2023-05-21 20:01: **********Val Epoch 53: average Loss: 20.947698
2023-05-21 20:01: Train Epoch 54: 0/317 Loss: 19.299086
2023-05-21 20:01: Train Epoch 54: 20/317 Loss: 18.422235
2023-05-21 20:01: Train Epoch 54: 40/317 Loss: 18.926237
2023-05-21 20:02: Train Epoch 54: 60/317 Loss: 21.170036
2023-05-21 20:02: Train Epoch 54: 80/317 Loss: 17.994450
2023-05-21 20:02: Train Epoch 54: 100/317 Loss: 18.019732
2023-05-21 20:02: Train Epoch 54: 120/317 Loss: 21.722382
2023-05-21 20:02: Train Epoch 54: 140/317 Loss: 21.524847
2023-05-21 20:02: Train Epoch 54: 160/317 Loss: 19.632952
2023-05-21 20:02: Train Epoch 54: 180/317 Loss: 19.487490
2023-05-21 20:02: Train Epoch 54: 200/317 Loss: 20.957214
2023-05-21 20:02: Train Epoch 54: 220/317 Loss: 19.694834
2023-05-21 20:02: Train Epoch 54: 240/317 Loss: 18.933355
2023-05-21 20:02: Train Epoch 54: 260/317 Loss: 17.554106
2023-05-21 20:03: Train Epoch 54: 280/317 Loss: 19.178408
2023-05-21 20:03: Train Epoch 54: 300/317 Loss: 20.797535
2023-05-21 20:03: **********Train Epoch 54: averaged Loss: 19.638208, tf_ratio: 1.000000
2023-05-21 20:03: **********Val Epoch 54: average Loss: 20.685387
2023-05-21 20:03: Train Epoch 55: 0/317 Loss: 18.672045
2023-05-21 20:03: Train Epoch 55: 20/317 Loss: 18.804096
2023-05-21 20:03: Train Epoch 55: 40/317 Loss: 20.973675
2023-05-21 20:03: Train Epoch 55: 60/317 Loss: 20.763565
2023-05-21 20:03: Train Epoch 55: 80/317 Loss: 19.769487
2023-05-21 20:03: Train Epoch 55: 100/317 Loss: 21.100586
2023-05-21 20:03: Train Epoch 55: 120/317 Loss: 17.282309
2023-05-21 20:03: Train Epoch 55: 140/317 Loss: 18.594004
2023-05-21 20:03: Train Epoch 55: 160/317 Loss: 18.627968
2023-05-21 20:04: Train Epoch 55: 180/317 Loss: 17.301630
2023-05-21 20:04: Train Epoch 55: 200/317 Loss: 21.733095
2023-05-21 20:04: Train Epoch 55: 220/317 Loss: 18.760221
2023-05-21 20:04: Train Epoch 55: 240/317 Loss: 20.372688
2023-05-21 20:04: Train Epoch 55: 260/317 Loss: 19.532999
2023-05-21 20:04: Train Epoch 55: 280/317 Loss: 14.617995
2023-05-21 20:04: Train Epoch 55: 300/317 Loss: 21.334229
2023-05-21 20:04: **********Train Epoch 55: averaged Loss: 19.579250, tf_ratio: 1.000000
2023-05-21 20:04: **********Val Epoch 55: average Loss: 20.303487
2023-05-21 20:04: ******Current best model saved:model_para/PEMSD4/epoch_55.pth!
2023-05-21 20:04: Train Epoch 56: 0/317 Loss: 16.112673
2023-05-21 20:04: Train Epoch 56: 20/317 Loss: 20.955585
2023-05-21 20:04: Train Epoch 56: 40/317 Loss: 18.145168
2023-05-21 20:05: Train Epoch 56: 60/317 Loss: 21.764023
2023-05-21 20:05: Train Epoch 56: 80/317 Loss: 20.133558
2023-05-21 20:05: Train Epoch 56: 100/317 Loss: 19.144558
2023-05-21 20:05: Train Epoch 56: 120/317 Loss: 19.018744
2023-05-21 20:05: Train Epoch 56: 140/317 Loss: 20.471630
2023-05-21 20:05: Train Epoch 56: 160/317 Loss: 20.508110
2023-05-21 20:05: Train Epoch 56: 180/317 Loss: 19.298042
2023-05-21 20:05: Train Epoch 56: 200/317 Loss: 17.949429
2023-05-21 20:05: Train Epoch 56: 220/317 Loss: 20.517954
2023-05-21 20:05: Train Epoch 56: 240/317 Loss: 18.637745
2023-05-21 20:05: Train Epoch 56: 260/317 Loss: 20.871391
2023-05-21 20:06: Train Epoch 56: 280/317 Loss: 19.196920
2023-05-21 20:06: Train Epoch 56: 300/317 Loss: 21.025215
2023-05-21 20:06: **********Train Epoch 56: averaged Loss: 19.604053, tf_ratio: 1.000000
2023-05-21 20:06: **********Val Epoch 56: average Loss: 20.496985
2023-05-21 20:06: Train Epoch 57: 0/317 Loss: 20.069759
2023-05-21 20:06: Train Epoch 57: 20/317 Loss: 22.218365
2023-05-21 20:06: Train Epoch 57: 40/317 Loss: 21.019346
2023-05-21 20:06: Train Epoch 57: 60/317 Loss: 17.816807
2023-05-21 20:06: Train Epoch 57: 80/317 Loss: 18.487207
2023-05-21 20:06: Train Epoch 57: 100/317 Loss: 17.560938
2023-05-21 20:06: Train Epoch 57: 120/317 Loss: 20.920389
2023-05-21 20:06: Train Epoch 57: 140/317 Loss: 17.785011
2023-05-21 20:06: Train Epoch 57: 160/317 Loss: 19.303720
2023-05-21 20:07: Train Epoch 57: 180/317 Loss: 20.350695
2023-05-21 20:07: Train Epoch 57: 200/317 Loss: 17.490429
2023-05-21 20:07: Train Epoch 57: 220/317 Loss: 20.736929
2023-05-21 20:07: Train Epoch 57: 240/317 Loss: 20.311928
2023-05-21 20:07: Train Epoch 57: 260/317 Loss: 20.059235
2023-05-21 20:07: Train Epoch 57: 280/317 Loss: 19.571440
2023-05-21 20:07: Train Epoch 57: 300/317 Loss: 19.946373
2023-05-21 20:07: **********Train Epoch 57: averaged Loss: 19.589417, tf_ratio: 1.000000
2023-05-21 20:07: **********Val Epoch 57: average Loss: 21.402686
2023-05-21 20:07: Train Epoch 58: 0/317 Loss: 22.004984
2023-05-21 20:07: Train Epoch 58: 20/317 Loss: 21.788322
2023-05-21 20:07: Train Epoch 58: 40/317 Loss: 18.242186
2023-05-21 20:07: Train Epoch 58: 60/317 Loss: 18.020889
2023-05-21 20:08: Train Epoch 58: 80/317 Loss: 18.133049
2023-05-21 20:08: Train Epoch 58: 100/317 Loss: 19.511766
2023-05-21 20:08: Train Epoch 58: 120/317 Loss: 21.507538
2023-05-21 20:08: Train Epoch 58: 140/317 Loss: 18.391266
2023-05-21 20:08: Train Epoch 58: 160/317 Loss: 20.178225
2023-05-21 20:08: Train Epoch 58: 180/317 Loss: 21.074951
2023-05-21 20:08: Train Epoch 58: 200/317 Loss: 21.963720
2023-05-21 20:08: Train Epoch 58: 220/317 Loss: 16.813679
2023-05-21 20:08: Train Epoch 58: 240/317 Loss: 19.775835
2023-05-21 20:08: Train Epoch 58: 260/317 Loss: 19.610144
2023-05-21 20:08: Train Epoch 58: 280/317 Loss: 18.915752
2023-05-21 20:08: Train Epoch 58: 300/317 Loss: 19.855968
2023-05-21 20:09: **********Train Epoch 58: averaged Loss: 19.578043, tf_ratio: 1.000000
2023-05-21 20:09: **********Val Epoch 58: average Loss: 21.393151
2023-05-21 20:09: Train Epoch 59: 0/317 Loss: 22.052551
2023-05-21 20:09: Train Epoch 59: 20/317 Loss: 20.153709
2023-05-21 20:09: Train Epoch 59: 40/317 Loss: 22.546661
2023-05-21 20:09: Train Epoch 59: 60/317 Loss: 21.215120
2023-05-21 20:09: Train Epoch 59: 80/317 Loss: 18.236814
2023-05-21 20:09: Train Epoch 59: 100/317 Loss: 20.885101
2023-05-21 20:09: Train Epoch 59: 120/317 Loss: 19.236086
2023-05-21 20:09: Train Epoch 59: 140/317 Loss: 19.449480
2023-05-21 20:09: Train Epoch 59: 160/317 Loss: 22.444527
2023-05-21 20:09: Train Epoch 59: 180/317 Loss: 18.294966
2023-05-21 20:09: Train Epoch 59: 200/317 Loss: 20.780407
2023-05-21 20:10: Train Epoch 59: 220/317 Loss: 18.614153
2023-05-21 20:10: Train Epoch 59: 240/317 Loss: 17.003275
2023-05-21 20:10: Train Epoch 59: 260/317 Loss: 18.653273
2023-05-21 20:10: Train Epoch 59: 280/317 Loss: 17.953102
2023-05-21 20:10: Train Epoch 59: 300/317 Loss: 18.612459
2023-05-21 20:10: **********Train Epoch 59: averaged Loss: 19.465825, tf_ratio: 1.000000
2023-05-21 20:10: **********Val Epoch 59: average Loss: 20.692264
2023-05-21 20:10: Train Epoch 60: 0/317 Loss: 18.768538
2023-05-21 20:10: Train Epoch 60: 20/317 Loss: 18.234028
2023-05-21 20:10: Train Epoch 60: 40/317 Loss: 21.191343
2023-05-21 20:10: Train Epoch 60: 60/317 Loss: 19.457439
2023-05-21 20:10: Train Epoch 60: 80/317 Loss: 20.018297
2023-05-21 20:10: Train Epoch 60: 100/317 Loss: 18.346279
2023-05-21 20:11: Train Epoch 60: 120/317 Loss: 17.593416
2023-05-21 20:11: Train Epoch 60: 140/317 Loss: 19.520636
2023-05-21 20:11: Train Epoch 60: 160/317 Loss: 18.634497
2023-05-21 20:11: Train Epoch 60: 180/317 Loss: 21.105524
2023-05-21 20:11: Train Epoch 60: 200/317 Loss: 17.795607
2023-05-21 20:11: Train Epoch 60: 220/317 Loss: 19.748503
2023-05-21 20:11: Train Epoch 60: 240/317 Loss: 19.265554
2023-05-21 20:11: Train Epoch 60: 260/317 Loss: 18.953667
2023-05-21 20:11: Train Epoch 60: 280/317 Loss: 19.181257
2023-05-21 20:11: Train Epoch 60: 300/317 Loss: 19.015308
2023-05-21 20:11: **********Train Epoch 60: averaged Loss: 19.446469, tf_ratio: 1.000000
2023-05-21 20:11: **********Val Epoch 60: average Loss: 20.440315
2023-05-21 20:11: Train Epoch 61: 0/317 Loss: 19.320766
2023-05-21 20:12: Train Epoch 61: 20/317 Loss: 18.101173
2023-05-21 20:12: Train Epoch 61: 40/317 Loss: 18.608137
2023-05-21 20:12: Train Epoch 61: 60/317 Loss: 19.218088
2023-05-21 20:12: Train Epoch 61: 80/317 Loss: 21.013784
2023-05-21 20:12: Train Epoch 61: 100/317 Loss: 19.397291
2023-05-21 20:12: Train Epoch 61: 120/317 Loss: 19.767735
2023-05-21 20:12: Train Epoch 61: 140/317 Loss: 19.764530
2023-05-21 20:12: Train Epoch 61: 160/317 Loss: 19.464231
2023-05-21 20:12: Train Epoch 61: 180/317 Loss: 18.957682
2023-05-21 20:12: Train Epoch 61: 200/317 Loss: 20.975533
2023-05-21 20:12: Train Epoch 61: 220/317 Loss: 20.051371
2023-05-21 20:12: Train Epoch 61: 240/317 Loss: 15.570704
2023-05-21 20:13: Train Epoch 61: 260/317 Loss: 19.093987
2023-05-21 20:13: Train Epoch 61: 280/317 Loss: 17.292082
2023-05-21 20:13: Train Epoch 61: 300/317 Loss: 18.009539
2023-05-21 20:13: **********Train Epoch 61: averaged Loss: 19.409125, tf_ratio: 1.000000
2023-05-21 20:13: **********Val Epoch 61: average Loss: 20.236328
2023-05-21 20:13: ******Current best model saved:model_para/PEMSD4/epoch_61.pth!
2023-05-21 20:13: Train Epoch 62: 0/317 Loss: 19.010550
2023-05-21 20:13: Train Epoch 62: 20/317 Loss: 22.564243
2023-05-21 20:13: Train Epoch 62: 40/317 Loss: 18.881163
2023-05-21 20:13: Train Epoch 62: 60/317 Loss: 18.709667
2023-05-21 20:13: Train Epoch 62: 80/317 Loss: 19.053108
2023-05-21 20:13: Train Epoch 62: 100/317 Loss: 17.892994
2023-05-21 20:14: Train Epoch 62: 120/317 Loss: 18.812471
2023-05-21 20:14: Train Epoch 62: 140/317 Loss: 17.192467
2023-05-21 20:14: Train Epoch 62: 160/317 Loss: 18.017353
2023-05-21 20:14: Train Epoch 62: 180/317 Loss: 20.116642
2023-05-21 20:14: Train Epoch 62: 200/317 Loss: 16.737486
2023-05-21 20:14: Train Epoch 62: 220/317 Loss: 19.822353
2023-05-21 20:14: Train Epoch 62: 240/317 Loss: 21.941862
2023-05-21 20:14: Train Epoch 62: 260/317 Loss: 19.592056
2023-05-21 20:14: Train Epoch 62: 280/317 Loss: 21.168224
2023-05-21 20:14: Train Epoch 62: 300/317 Loss: 18.992325
2023-05-21 20:14: **********Train Epoch 62: averaged Loss: 19.339927, tf_ratio: 1.000000
2023-05-21 20:15: **********Val Epoch 62: average Loss: 20.585085
2023-05-21 20:15: Train Epoch 63: 0/317 Loss: 22.825781
2023-05-21 20:15: Train Epoch 63: 20/317 Loss: 21.227636
2023-05-21 20:15: Train Epoch 63: 40/317 Loss: 19.068563
2023-05-21 20:15: Train Epoch 63: 60/317 Loss: 17.788015
2023-05-21 20:15: Train Epoch 63: 80/317 Loss: 20.108887
2023-05-21 20:15: Train Epoch 63: 100/317 Loss: 19.360790
2023-05-21 20:15: Train Epoch 63: 120/317 Loss: 18.909468
2023-05-21 20:15: Train Epoch 63: 140/317 Loss: 22.242752
2023-05-21 20:15: Train Epoch 63: 160/317 Loss: 20.355804
2023-05-21 20:15: Train Epoch 63: 180/317 Loss: 18.292553
2023-05-21 20:15: Train Epoch 63: 200/317 Loss: 17.399549
2023-05-21 20:16: Train Epoch 63: 220/317 Loss: 21.104185
2023-05-21 20:16: Train Epoch 63: 240/317 Loss: 18.379856
2023-05-21 20:16: Train Epoch 63: 260/317 Loss: 21.411528
2023-05-21 20:16: Train Epoch 63: 280/317 Loss: 20.266813
2023-05-21 20:16: Train Epoch 63: 300/317 Loss: 19.177853
2023-05-21 20:16: **********Train Epoch 63: averaged Loss: 19.343649, tf_ratio: 1.000000
2023-05-21 20:16: **********Val Epoch 63: average Loss: 20.571082
2023-05-21 20:16: Train Epoch 64: 0/317 Loss: 21.790934
2023-05-21 20:16: Train Epoch 64: 20/317 Loss: 17.796968
2023-05-21 20:16: Train Epoch 64: 40/317 Loss: 17.493816
2023-05-21 20:16: Train Epoch 64: 60/317 Loss: 17.551083
2023-05-21 20:16: Train Epoch 64: 80/317 Loss: 18.656862
2023-05-21 20:17: Train Epoch 64: 100/317 Loss: 16.955637
2023-05-21 20:17: Train Epoch 64: 120/317 Loss: 18.465334
2023-05-21 20:17: Train Epoch 64: 140/317 Loss: 17.039785
2023-05-21 20:17: Train Epoch 64: 160/317 Loss: 19.270739
2023-05-21 20:17: Train Epoch 64: 180/317 Loss: 20.042774
2023-05-21 20:17: Train Epoch 64: 200/317 Loss: 20.221466
2023-05-21 20:17: Train Epoch 64: 220/317 Loss: 19.517225
2023-05-21 20:17: Train Epoch 64: 240/317 Loss: 21.356171
2023-05-21 20:17: Train Epoch 64: 260/317 Loss: 18.878603
2023-05-21 20:17: Train Epoch 64: 280/317 Loss: 17.134598
2023-05-21 20:18: Train Epoch 64: 300/317 Loss: 18.940220
2023-05-21 20:18: **********Train Epoch 64: averaged Loss: 19.336206, tf_ratio: 1.000000
2023-05-21 20:18: **********Val Epoch 64: average Loss: 20.107109
2023-05-21 20:18: ******Current best model saved:model_para/PEMSD4/epoch_64.pth!
2023-05-21 20:18: Train Epoch 65: 0/317 Loss: 21.419863
2023-05-21 20:18: Train Epoch 65: 20/317 Loss: 19.800995
2023-05-21 20:18: Train Epoch 65: 40/317 Loss: 20.285004
2023-05-21 20:18: Train Epoch 65: 60/317 Loss: 17.779310
2023-05-21 20:18: Train Epoch 65: 80/317 Loss: 18.953781
2023-05-21 20:18: Train Epoch 65: 100/317 Loss: 20.101967
2023-05-21 20:18: Train Epoch 65: 120/317 Loss: 17.454620
2023-05-21 20:19: Train Epoch 65: 140/317 Loss: 19.590668
2023-05-21 20:19: Train Epoch 65: 160/317 Loss: 18.605925
2023-05-21 20:19: Train Epoch 65: 180/317 Loss: 17.388151
2023-05-21 20:19: Train Epoch 65: 200/317 Loss: 18.879335
2023-05-21 20:19: Train Epoch 65: 220/317 Loss: 19.345808
2023-05-21 20:19: Train Epoch 65: 240/317 Loss: 21.425749
2023-05-21 20:19: Train Epoch 65: 260/317 Loss: 20.990055
2023-05-21 20:19: Train Epoch 65: 280/317 Loss: 20.216019
